cell	value
A1	program
B1	relationship_reconstruction_error
C1	num_trees_rrl
D1	depth
E1	num_clusters
F1	num_mutations
G1	num_samples
H1	run
I1	perplexity
J1	num_trees_perplex
K1	truth_perplexity
L1	log_perplexity_ratio
A2	Pairtree
H87	3
I87	3.648176110471641
J87	3
K87	2.746112235147608
L87	0.9020638753240342
A88	Pairtree
B88	0.1512453039902189
C88	3
D88	200
E88	30
F88	3000
G88	10
H88	4
I88	3.655937362068376
J88	3
K88	2.767824093037268
L88	0.8881132690311078
A89	Pairtree
B89	0.2092929993729638
C89	3
D89	200
E89	30
F89	300
G89	10
H89	1
I89	4.840073556138638
J89	3
K89	3.526156566991907
L89	1.31391698914673
A90	Pairtree
B90	0.198553144129104
C90	1
D90	200
E90	30
F90	600
G90	10
H90	1
I90	4.531695258274637
J90	1
K90	3.700576918573199
L90	0.8311183397014381
A91	Pairtree
B91	0.2275316763129714
C91	3
D91	50
E91	30
F91	3000
G91	10
H91	1
I91	2.348185891358411
J91	3
K91	2.163644603830376
L91	0.184541287528035
A92	Pairtree
B92	0.2801833923007075
C92	3
D92	50
E92	30
F92	600
G92	10
H92	2
I92	2.800279604113507
J92	3
K92	2.574406268723868
L92	0.2258733353896391
A93	Pairtree
B93	0.1104408136045348
C93	1
D93	1000
E93	30
F93	3000
G93	30
H93	1
I93	8.161902077762541
J93	1
K93	3.552584471578484
L93	4.609317606184057
A94	Pairtree
B94	0.1883445592975436
C94	2
D94	1000
E94	30
F94	3000
G94	30
H94	2
I94	8.429189826933525
J94	2
K94	4.563846713616741
L94	3.865343113316785
A95	Pairtree
B95	0.1816722408026755
C95	1
D95	1000
E95	30
F95	300
G95	30
H95	1
I95	8.138040821257199
J95	1
K95	5.258813883286374
L95	2.879226937970825
A96	Pairtree
B96	0.1406368789596532
C96	4
D96	200
E96	30
F96	3000
G96	30
H96	3
I96	4.002213079126091
J96	4
K96	2.767851032739825
L96	1.234362046386266
A97	Pairtree
B97	0.2257748049052396
C97	1
D97	200
E97	30
F97	300
G97	30
H97	3
I97	4.241161775980228
J97	1
K97	3.370122762017679
L97	0.8710390139625486
A98	Pairtree
B98	0.1634298714280766
C98	3
D98	200
E98	30
F98	300
G98	30
H98	4
I98	5.018258660824023
J98	3
K98	3.436068502931669
L98	1.582190157892355
A99	Pairtree
B99	0.2616583194212576
C99	1
D99	200
E99	30
F99	600
G99	30
H99	3
I99	4.584486580311387
J99	1
K99	3.543325676907076
L99	1.041160903404311
A100	Pairtree
B100	0.1929724426822049
C100	4
D100	200
E100	30
F100	600
G100	30
H100	4
I100	3.869656191460654
J100	4
K100	3.036538715217316
L100	0.8331174762433373
A101	Pairtree
B101	0.1524205846393242
C101	4
D101	50
E101	30
F101	3000
G101	30
H101	4
I101	2.123468725280833
J101	4
K101	1.66156946547504
L101	0.4618992598057934
A102	Pairtree
B102	0.142519510435204
C102	2
D102	50
E102	30
F102	300
G102	30
H102	1
I102	2.430083798690067
J102	2
K102	2.459418210042667
L102	-0.0293344113525999
A103	Pairtree
B103	0.2969355185848296
C103	3
D103	50
E103	30
F103	300
G103	30
H103	2
I103	2.955504770824759
J103	3
K103	2.287383018715879
L103	0.6681217521088803
A104	Pairtree
B104	0.2671174179187535
C104	1
D104	50
E104	30
F104	600
G104	30
H104	1
I104	2.513349227682059
J104	1
K104	2.209611169523567
L104	0.3037380581584918
A105	Pairtree
B105	0.2124301339930564
C105	6
D105	50
E105	30
F105	600
G105	30
H105	2
I105	2.274971536373347
J105	6
K105	1.897624766601762
L105	0.3773467697715853
A106	Pairtree
B106	0.0130211817168338
C106	1
D106	1000
E106	3
F106	300
G106	100
H106	1
I106	4.976129572897042
J106	1
K106	4.92799802152607
L106	0.0481315513709716
A107	Pairtree
B107	0.0344632768361581
C107	1
D107	1000
E107	3
F107	60
G107	100
H107	1
I107	4.796047172501848
J107	1
K107	4.697724046579452
L107	0.0983231259223957
A108	Pairtree
B108	0
C108	1
D108	1000
E108	3
F108	60
G108	100
H108	3
I108	5.226264522596943
J108	1
K108	5.226264522596943
L108	0
A109	Pairtree
B109	0
C109	1
D109	1000
E109	3
F109	60
G109	100
H109	4
I109	4.335082900595882
J109	1
K109	4.335082900595882
L109	0
A110	Pairtree
B110	0.0121739130434782
C110	1
D110	200
E110	3
F110	300
G110	100
H110	3
I110	4.098851569686231
J110	1
K110	4.059878420384646
L110	0.0389731493015856
A111	Pairtree
B111	0.0344632768361581
C111	1
D111	200
E111	3
F111	60
G111	100
H111	4
I111	3.913214110935818
J111	1
K111	3.831095671621231
L111	0.0821184393145868
A112	Pairtree
B112	0
C112	1
D112	50
E112	3
